minute,cpu_avg,cpu_max,mem_avg,assigned_mem
2530,0.009174346923828125,0.0131378173828125,0.010732014973958334,0.0072479248046875
2543,0.05914179484049479,0.006256103515625,0.027394612630208332,0.36511230468749756
2550,0.07168833414713542,0.071044921875,0.026514053344726562,0.0181503295898437
2554,0.07140032450358073,0.0088958740234375,0.025671005249023438,0.0014762878417968
2555,0.016464869181315105,0.00592803955078125,0.004535675048828125,0.0017871856689453
2556,0.0016021728515625,0.0101318359375,0.00089263916015625,0.0014610290527343
2557,0.0019079844156901042,0.0066070556640625,0.0009209314982096354,0.0067214965820312
2559,0.0008131663004557291,0.0,0.00051116943359375,0.0068740844726562
2560,0.6060673395792643,0.021392822265625,0.10528977711995442,0.6934471130370953
2565,0.6110296249389648,0.02862548828125,0.12102572123209636,0.0747337341308593
2570,13.795475323994955,0.140625,5.314481417338054,0.0071487426757812
2574,13.190877914428711,0.006988525390625,5.209623018900554,0.006866455078125
2585,13.186785380045572,0.0095062255859375,5.193921407063802,0.0028591156005859
2586,0.0027071634928385415,0.00220489501953125,0.0005009969075520834,0.0015010833740234
2588,0.0037282307942708335,0.00823974609375,0.0005884170532226562,0.0014877319335937
2589,0.011330922444661459,0.0091552734375,0.0006453196207682291,0.006866455078125
2590,0.03005536397298177,0.0347900390625,0.0055128733317057295,0.0412063598632808
2591,0.028870900472005207,0.0079193115234375,0.005942026774088542,0.0029430389404296
2592,0.02164459228515625,0.0101776123046875,0.005944569905598958,0.043121337890625
2594,0.003638585408528646,0.0086669921875,0.001274426778157552,0.006866455078125
2595,0.3318939208984375,0.01702880859375,0.04685815175374349,0.4850826263427633
2605,0.38207372029622394,0.1396484375,0.4332246780395508,0.0
2615,0.3814506530761719,0.010162353515625,0.43361155192057294,0.0029125213623046
2616,0.053324381510416664,0.007843017578125,0.3877003987630208,0.0015392303466796
2617,0.0027516682942708335,0.019439697265625,0.0017385482788085938,0.007781982421875
2618,0.0030221939086914062,0.0089111328125,0.0017973581949869792,0.0030422210693357996
2619,0.0031963984171549478,0.0059051513671875,0.0016721089680989583,0.0013351440429687
2620,0.0018205642700195312,0.002666473388671875,0.0020583470662434897,0.006317138671875
2625,0.00405120849609375,0.062255859375,0.002902984619140625,0.0241012573242187
2632,0.012523969014485678,0.00521087646484375,0.004299163818359375,0.0075740814208979995
2640,0.0164333979288737,0.022857666015625,0.013662338256835938,0.0574951171875
2650,0.016678810119628906,0.0491943359375,0.015302658081054688,0.02264404296875
2655,0.007823308308919271,0.013580322265625,0.014716466267903646,0.0050334930419921
2656,0.0039208730061848955,0.012908935546875,0.0045312245686848955,0.0017910003662109
2663,0.0019474029541015625,0.0078125,0.0016202926635742188,0.0017910003662109
2666,0.0016543070475260417,0.00473785400390625,0.0008535385131835938,0.0014457702636718
2675,0.41272449493408203,0.06396484375,0.10883140563964844,0.6483421325683549
2680,0.4115406672159831,0.0014495849609375,0.10881805419921875,0.0015010833740234
2685,0.4272441864013672,0.0889892578125,0.14090442657470703,0.2998237609863281
2686,0.01613171895345052,0.0077667236328125,0.032825469970703125,0.0014686584472656
2690,0.02708117167154948,0.03387451171875,0.039208412170410156,0.021354675292968597
2695,0.014121055603027344,0.018646240234375,0.014783223470052084,0.0395469665527343
2710,0.017905553181966145,0.052978515625,0.015950838724772137,0.0087909698486328
2715,0.05918312072753906,0.0931396484375,0.061974525451660156,0.0015010833740234
2716,0.056409200032552086,0.004302978515625,0.05435816446940104,0.0014629364013671
2720,0.7446384429931641,0.02484130859375,0.6005830764770508,1.799041748046875
2725,0.6928539276123047,0.001583099365234375,0.5495545069376627,0.03125
2735,0.6946729024251302,0.0151214599609375,0.550378163655599,0.0050277709960937
2760,0.009250640869140625,0.085205078125,0.004151662190755208,0.0078277587890625
2763,0.009398142496744791,0.00576019287109375,0.0027774175008138022,0.0074462890625
2765,0.010405222574869791,0.00617218017578125,0.005529721577962239,0.045013427734375
